"","gene_id","gene_name","pvalue_bf","pvalue_af","rank_bf","rank_af","rank_diff","cor_bf","cor_af","log_neg_bf","log_neg_af"
"1918","ENSMUSG00000074673","Ttll9","0.00699727170378419","0.00829532240770327",3943,3326,-617,-0.47489994168001,-0.47489994168001,4.96223496250393,4.79206348837917
"1960","ENSMUSG00000027611","Procr","0.000387324205016397","0.000926057705307621",2446,1994,-452,-0.414849758615336,-0.399745835941465,7.85624847658155,6.98457400851281
"1986","ENSMUSG00000027635","Dsn1","0.00938068682118041","0.0109489184705627",4196,3594.5,-601.5,-0.471737123093175,-0.471737123093175,4.66910229677035,4.51451459740931
"2048","ENSMUSG00000017009","Sdc4","2.82662534369449e-45","2.25793597309574e-11",134,200,66,-0.364751226787711,-0.189202946153374,102.577245642679,24.5139849131911
"2114","ENSMUSG00000013523","Bcas1","5.24423721124773e-77","2.04220055394102e-30",56,20,-36,-0.430466074146968,-0.282581073408146,175.641922360871,68.3635248604349
"2187","ENSMUSG00000027568","Ntsr1","0.00188705729085854","0.00237773804449612",3111,2469,-642,-0.406212136939064,-0.406212136939064,6.27273665224127,6.04160564468881
"2431","ENSMUSG00000036834","Plch1","0.000100764297433241","0.000148764744574167",2030,1375,-655,-0.376792499169575,-0.376792499169575,9.2027264571984,8.81314439526324
"2514","ENSMUSG00000028072","Ntrk1","0.00837935262721846","0.00983902818499193",4104.5,3496,-608.5,-0.483087480098958,-0.483087480098958,4.78198461959415,4.62139833448304
"2522","ENSMUSG00000004891","Nes","2.17718172868031e-24","8.89658802901574e-13",280.5,149,-131.5,-0.459181655331355,-0.34610669516753,54.4840109764326,27.7479383732149
"2596","ENSMUSG00000090733","Rps27","4.13394591305398e-72","8.087405197663e-10",62,269,207,-0.3681489038656,-0.140624615840258,164.366894317839,20.935542992264
"2611","ENSMUSG00000042312","S100a13","1.16112916737564e-131","2.36478048910697e-36",9,8,-1,-0.5033545182604,-0.282279585265954,301.489254230416,82.0323781465947
"2613","ENSMUSG00000074457","S100a16","3.50759984212077e-93","2.22318281855301e-26",31,25,-6,-0.428937225030446,-0.23981787383852,212.885481650534,59.0682725466796
"2617","ENSMUSG00000001025","S100a6","4.13022746562588e-137","1.84249113976307e-22",7,46,39,-0.513438376179513,-0.223568493442269,314.035825258305,50.0457535096117
"2619","ENSMUSG00000056054","S100a8","1.39601113144738e-06","8.41530482646613e-05",1274,1199,-75,-0.363860982917673,-0.312621731574223,13.4818915798397,9.38287341380456
"2628","ENSMUSG00000052415","Tchh","0.00237487644532502","0.00297319090581519",3235,2583.5,-651.5,-0.424357139025095,-0.424357139025095,6.04280986586982,5.81811952383731
"2629","ENSMUSG00000027907","S100a11","1.17513258514824e-56","5.40339719804815e-24",97,36,-61,-0.447147629983509,-0.304466086905969,128.783384228012,53.5750143653444
"2630","ENSMUSG00000041959","S100a10","2.17693757416569e-140","3.62264712039867e-35",5,12,7,-0.542149606254031,-0.292318334458236,321.58399391249,79.3032732474571
"2747","ENSMUSG00000027859","Ngf","0.00233599264673998","0.00361623055275744",3220,2701,-519,-0.402002472272938,-0.394601090911503,6.05931836182078,5.6223230794257
"2848","ENSMUSG00000068696","Gpr88","1.13351226094511e-36","0.994068756672463",179,16140,15961,-0.388864465557587,-0.000341875272849566,82.7677423399884,0.00594890301513599
"2849","ENSMUSG00000033502","Cdc14a","0.000211341820869787","0.000501541508162496",2229,1743,-486,-0.403196157483928,-0.390538207581704,8.46203373115721,7.59782418596644
"2873","ENSMUSG00000053931","Cnn3","1.58807324296637e-68","2.70764032901501e-24",73,34,-39,-0.412838421613564,-0.256772745608922,156.113264839059,54.2659647035694
"2948","ENSMUSG00000054690","Emcn","7.17892504016725e-08","5.9449800270377e-06",1008,751.5,-256.5,-0.351749251753779,-0.310508328669968,16.4495310879549,12.0329633874508
"3041","ENSMUSG00000045573","Penk","1.09151205515798e-42","0.0343917520749369",145,4917,4772,-0.358736284142152,-0.0676489092420788,96.621009964224,3.36993850861453
"3238","ENSMUSG00000028341","Nr4a3","0.0043675731925142","0.013492657823232",3603.5,3790,186.5,-0.361885640170587,-0.326081490575946,5.43354775765019,4.30560960643172
"3263","ENSMUSG00000003032","Klf4","0.000977160349298585","0.0012901999921555",2815,2132,-683,-0.396821521951877,-0.396821521951877,6.93085979523426,6.6529580399462
"3344","ENSMUSG00000028495","Rps6","2.42538328455601e-90","3.70142181813688e-27",34,24,-10,-0.411037371760167,-0.235840551331011,206.346668802077,60.8610804898317
"3488","ENSMUSG00000028691","Prdx1","1.9623349236112e-70","1.744717617152e-20",66,54,-12,-0.368784740217708,-0.206741382418693,160.506821457804,45.4951091413031
"3673","ENSMUSG00000078532","Nkain1","0.00719530403048582","0.00849866110195848",3958,3351,-607,-0.359970969638595,-0.359970969638595,4.93432668373489,4.76784664530969
"3728","ENSMUSG00000012123","Crybg2","0.00261320473701697","0.00326204821796698",3292,2638,-654,-0.452004678778501,-0.452004678778501,5.94717794227279,5.72539999317369
"3876","ENSMUSG00000059423","Zfp933","0.000888923588748292","0.00118395242491799",2776.5,2085,-691.5,-0.366354822624659,-0.366354822624659,7.02549927805863,6.73889692498473
"4010","ENSMUSG00000096351","Samd11","0.00821804483086511","0.00964285248843028",4081,3478,-603,-0.43807489071849,-0.43807489071849,4.80142295333196,4.64153831284039
"4030","ENSMUSG00000073234","Gm8773","0.00182599893008393","0.00230750723339715",3089,2446,-643,-0.693114017964646,-0.693114017964646,6.30562808274385,6.07158745685886
"4158","ENSMUSG00000038676","Ucn","0.00778469697441749","0.00916627547740776",4029.5,3422,-607.5,-0.527085596847137,-0.527085596847137,4.8555953987418,4.69222423908021
"4166","ENSMUSG00000106717","Gm42798","0.00940550091255387","0.0109874658978458",4202,3597,-605,-0.638597427620214,-0.638597427620214,4.66646055740777,4.51100011969845
"4178","ENSMUSG00000106918","Mrpl33","3.30617277792024e-139","1.25226451902833e-38",6,3,-3,-0.519193434524222,-0.293964081494897,318.863536666215,87.2732800062325
"4314","ENSMUSG00000029193","Cckar","0.00290891781885996","0.00361623055275744",3359,2701,-658,-0.550965530674245,-0.550965530674245,5.83997415051785,5.6223230794257
"4377","ENSMUSG00000029219","Slc10a4","1.02945697255123e-06","2.00719868117524e-06",1242,637,-605,-0.473601986755021,-0.473601986755021,13.7864791058627,13.1187704989414
"4401","ENSMUSG00000029236","Nmu","0.000367542799290844","0.00050880853539749",2424,1750.5,-673.5,-0.852081200504465,-0.852081200504465,7.90867078543704,7.58343877053369
"4447","ENSMUSG00000082361","Btc","0.000919855803151922","0.00122179254957416",2788,2099,-689,-0.595952369470628,-0.595952369470628,6.99129363590994,6.70743619567671
"4480","ENSMUSG00000029338","Antxr2","0.00990343703983275","0.0115345594462289",4249,3649,-600,-0.546879185491539,-0.546879185491539,4.61487340635246,4.46240758087045
"4520","ENSMUSG00000029304","Spp1","1.90291934629476e-21","2.19884720986525e-06",319,645,326,-0.382045653670566,-0.212014008600185,47.7108977478581,13.0275773304494
"4652","ENSMUSG00000067274","Rplp0","3.67448272402859e-74","1.91264419670903e-13",59,126,67,-0.375270326503232,-0.166622762781277,169.089884514168,29.2851195280742
"4772","ENSMUSG00000049327","Kmt5a","7.95983682752517e-22","2.01529688791139e-14",316,111,-205,-0.3644288703789,-0.304652636648922,48.5824635452774,31.5354247784575
"4790","ENSMUSG00000029480","Dhx37","0.000322941693033682","0.000451966576266881",2382,1702,-680,-0.396913010399569,-0.396913010399569,8.03803876796034,7.70190232717842
"4981","ENSMUSG00000029580","Actb","9.09930854731119e-69","9.04535969961124e-09",71,335,264,-0.36039392500483,-0.132685685789951,156.670172989765,18.5210139511053
"5143","ENSMUSG00000039841","Zfp800","0.00694021149743589","0.00823000381488105",3936,3320,-616,-0.366143908391081,-0.366143908391081,4.97042302979293,4.79996880075972
"5248","ENSMUSG00000029687","Ezh2","0.00362103304835279","0.00518251028334566",3481.5,2947,-534.5,-0.368186121914812,-0.362745394021712,5.62099592138229,5.26246572941209
"5287","ENSMUSG00000029828","4921507P07Rik","0.0025227588188257","0.00315127954862102",3269,2617,-652,-0.805307796176173,-0.805307796176173,5.98240220690651,5.75994670271245
"5339","ENSMUSG00000039578","Ccser1","4.92971194981082e-05","7.81621562765749e-05",1863,1175,-688,-0.488575729298845,-0.488575729298845,9.91764490665287,9.45672496262954
"5462","ENSMUSG00000029999","Tgfa","3.10064143075854e-30","8.2246386871313e-17",226,77,-149,-0.45836502369691,-0.356051442297909,67.9459437865859,37.0368122138285
"5469","ENSMUSG00000033508","Asprv1","0.0076540084550203","0.00900868033596461",4010,3407,-603,-0.601021239827409,-0.601021239827409,4.87252578732542,4.70956668468577
"5702","ENSMUSG00000030144","Clec4d","1.18589310207583e-05","2.03406447290832e-05",1578,919.5,-658.5,-0.572618034098769,-0.572618034098769,11.3424293016139,10.8028894702512
"5801","ENSMUSG00000090698","Apold1","0.000566504402536499","0.000763189958946533",2575,1911.5,-663.5,-0.371059952268767,-0.371059952268767,7.47602570605863,7.17800359443334
"5809","ENSMUSG00000030208","Emp1","5.21787552529914e-09","3.70082851927007e-08",852.5,393.5,-459,-0.434424886252602,-0.422860120972358,19.0711755053843,17.1121240252424
"5933","ENSMUSG00000004371","Il11","5.59376171686908e-10","1.50494087471638e-09",756,281,-475,-0.609971192800287,-0.609971192800287,21.3041989322658,20.31451222542
"5935","ENSMUSG00000030432","Rpl28","1.16124525522231e-74","4.20532273701706e-11",58,215,157,-0.373930691316553,-0.149707277304965,170.241803956344,23.8920849816778
"6107","ENSMUSG00000040952","Rps19","1.92071764688667e-86","1.81304332103605e-13",37,124,87,-0.401142815125507,-0.166004755064537,197.369619106864,29.3385993827657
"6146","ENSMUSG00000003752","Itpkc","3.62874987226403e-05","0.000131351367722353",1808,1339,-469,-0.388920372517991,-0.37256499871349,10.2240372638146,8.93763462907877
"6195","ENSMUSG00000096257","Ccer2","0.00259475628992167","0.00324174635908257",3288,2631.5,-656.5,-0.350811469499132,-0.350811469499132,5.95426268202636,5.73164309466923
"6269","ENSMUSG00000060962","Dmkn","3.18117678136358e-16","0.0566498792509729",430,5645,5215,-0.3856869926162,-0.108535963911649,35.6841103025343,2.87086542300249
"6311","ENSMUSG00000043456","Zfp536","3.00176852225241e-08","1.55177991485067e-06",947,612,-335,-0.382124746438744,-0.3467874559198,17.321479121558,13.3761079537005
"6340","ENSMUSG00000047884","Klk9","1.75367191051647e-06","3.30815271762013e-06",1311,694.5,-616.5,-0.468956273335232,-0.468956273335232,13.2537987336678,12.6191206157197
"6341","ENSMUSG00000064023","Klk8","1.37918138381748e-07","1.39820330805146e-05",1053,871,-182,-0.457831194316625,-0.399833000130637,15.7966055279343,11.1777374039415
"6343","ENSMUSG00000050063","Klk6","3.24199512434412e-35","2.11178793159468e-17",188,73,-115,-0.450916031047143,-0.330829798741591,79.414289335383,38.3964116312731
"6421","ENSMUSG00000044562","Rasip1","2.39564669816001e-07","4.30646654084361e-06",1098,724,-374,-0.351069966000152,-0.325197519345944,15.2444424364357,12.355392818202
"6429","ENSMUSG00000059070","Rpl18","3.84648635896847e-65","4.82804375379337e-13",81,137.5,56.5,-0.351820422418402,-0.163375932571387,148.320870947051,28.3591648432194
"6556","ENSMUSG00000039236","Isg20","0.00721531695560649","0.00395829922340582",3962,2769,-1193,-0.453285707357249,-0.487763633767887,4.93154915763021,5.53194083501152
"6565","ENSMUSG00000108599","Gm10616","0.00758970196919434","0.00893352567079875",4002,3400,-602,-0.696941661828061,-0.696941661828061,4.88096295459134,4.71794415005192
"6604","ENSMUSG00000061787","Rps17","5.32426264781046e-80","1.01903380689006e-21",49,52,3,-0.38816096353938,-0.210778964710818,182.534533207411,48.3354320226488
"6622","ENSMUSG00000109013","Gm44723","0.00996685205873465","0.0116202635965373",4259,3653,-606,-0.997377435875562,-0.997377435875562,4.60849048621577,4.45500484308784
"6732","ENSMUSG00000032725","Folr2","0.00255835799948007","0.00320112224677212",3277,2619,-658,-0.473293039144992,-0.473293039144992,5.96838963273288,5.74425382854178
"6781","ENSMUSG00000036528","Ppfibp2","3.26761573031704e-07","1.01447122222269e-06",1129,583,-546,-0.39565108936612,-0.390281472858607,14.9340350664566,13.8011430445465
"6826","ENSMUSG00000055723","Rras2","7.93458423482444e-09","5.14506646881017e-06",879,740,-139,-0.359543845892369,-0.300918091468344,18.6520348807082,12.1774722696538
"6832","ENSMUSG00000048782","Insc","5.20981044504566e-06","3.13809900419544e-05",1446.5,990,-456.5,-0.422013172552325,-0.40076019998146,12.1649670857696,10.3693082610629
"6836","ENSMUSG00000090862","Rps13","1.41213647647836e-68","1.2467014192455e-12",72,154.5,82.5,-0.35969596104971,-0.160278258906287,156.230682534465,27.4105199171586
"6840","ENSMUSG00000008683","Rps15a","2.31470423627564e-103","3.22636517175953e-15",24,102,78,-0.434594849005633,-0.176123022944074,236.326982658719,33.3674202251602
"6846","ENSMUSG00000042246","Tmc7","0.00133756561079536","0.00312947614830901",2946,2614.5,-331.5,-0.35910280365064,-0.341555694090809,6.61690402559699,5.76688965319463
"6927","ENSMUSG00000030703","Gdpd3","0.00559500590769497","0.00669618974351271",3796.5,3172,-624.5,-0.586209552559183,-0.586209552559183,5.18588088133052,5.00621660935165
"7016","ENSMUSG00000040298","Btbd16","1.29752322478967e-09","2.00215559503455e-08",788,369,-419,-0.437075056252837,-0.418772922472932,20.4628086014035,17.7264563462819
"7096","ENSMUSG00000025494","Sigirr","0.00267244727030156","0.00334409407103873",3311,2646,-665,-0.475977858099414,-0.475977858099414,5.92476064573622,5.70055945286387
"7115","ENSMUSG00000025508","Rplp2","3.02091935742541e-73","1.98952357822754e-13",60,127,67,-0.371144423976652,-0.165566231507887,166.983150580517,29.2457110067747
"7248","ENSMUSG00000031465","Angpt2","0.000627442868667861","0.000844125403344204",2614,1942,-672,-0.52666803902533,-0.52666803902533,7.3738579370509,7.07720949224417
"7398","ENSMUSG00000031520","Vegfc","0.0084815350769133","0.00992481886528552",4114,3515,-599,-0.385483535455335,-0.385483535455335,4.76986382234014,4.61271670292449
"7483","ENSMUSG00000007888","Crlf1","6.15607320832071e-05","9.51085681049619e-05",1901,1240,-661,-0.350582606674179,-0.350462164268319,9.69548635687446,9.26049149673038
"7493","ENSMUSG00000038508","Gdf15","7.37343001928666e-06","9.15667325605308e-06",1511.5,807,-704.5,-0.410568824600464,-0.416521621352286,11.8176275571411,11.6010276268983
"7563","ENSMUSG00000005413","Hmox1","9.85304503094572e-114","1.2392196253009e-34",15,13,-2,-0.588609238677019,-0.352740019297451,260.206920053714,78.0734113147294
"7565","ENSMUSG00000034472","Rasd2","1.45395509066314e-41","0.322103166032837",147,9794.5,9647.5,-0.367250669636721,-0.0356177135549277,94.0317013208732,1.13288339334577
"7575","ENSMUSG00000031684","Slc10a7","0.00784243700743093","0.00923527577602977",4038,3429,-609,-0.354269584029453,-0.354269584029453,4.84820565013687,4.68472480372701
"7656","ENSMUSG00000031698","Mylk3","0.00888251189122313","0.0103774128748163",4145,3546.5,-598.5,-0.468882621129454,-0.468882621129454,4.72367089134518,4.56812367365735
"7704","ENSMUSG00000031762","Mt2","2.22891869699938e-162","7.84200724847869e-23",3,43,40,-0.532131481157652,-0.216206937243964,372.217268486398,50.8999623106783
"7705","ENSMUSG00000031765","Mt1","4.68822653270594e-135","1.65317410624251e-16",8,81,73,-0.488315708977689,-0.18304421826822,309.303933181266,36.338664347182
"7844","ENSMUSG00000046441","Cmtr2","0.00432110600858056","0.00523079756594448",3588,2963.5,-624.5,-0.371347032766272,-0.371347032766272,5.44424388898902,5.25319151426344
"7858","ENSMUSG00000003316","Glg1","1.73766556688447e-07","2.81797975466869e-06",1074,679,-395,-0.367451134057928,-0.342712125533411,15.5655530667481,12.7794903288043
"7893","ENSMUSG00000034390","Cmip","1.17622849137961e-10","5.78006833907818e-08",699,413,-286,-0.392084307898072,-0.346722097815436,22.8635378039461,16.666265237968
"7902","ENSMUSG00000031837","Necab2","2.7375655779465e-43","8.02623444538224e-07",139,564,425,-0.394251789973187,-0.160456155554713,98.004089948474,14.0353801688023
"8000","ENSMUSG00000043051","Disc1","0.0047406749319431","0.00571571480713703",3663,3038.5,-624.5,-0.949466745507437,-0.949466745507437,5.35157576270645,5.16453591394214
"8271","ENSMUSG00000046480","Scn4b","3.90842632474755e-31","0.00958147113990429",215,3473,3258,-0.400464416650174,-0.107351029612002,70.0170030643219,4.64792413512473
"8283","ENSMUSG00000032085","Tagln","9.80831420886553e-17","1.45385668551666e-06",414,608,194,-0.356621399081629,-0.226600473052611,36.8607161662407,13.4412907493803
"8320","ENSMUSG00000032060","Cryab","5.71702575371271e-114","1.1513951298993e-30",14,19,5,-0.462961075713474,-0.253747244066432,260.75125190429,68.9365784262917
"8335","ENSMUSG00000034584","Exph5","0.00825219790917205","0.00969633254327715",4089,3479.5,-609.5,-0.769832816784865,-0.769832816784865,4.79727570088428,4.63600755328815
"8431","ENSMUSG00000007892","Rplp1","5.96470988445564e-91","5.59315544902958e-08",33,411,378,-0.409034469959722,-0.125675622060483,207.749383044394,16.699137135002
"8491","ENSMUSG00000036781","Rps27l","8.41897845146047e-80","2.11218621879662e-33",51,16,-35,-0.421855250873073,-0.284261922098366,182.076318942684,75.2375845350677
"8500","ENSMUSG00000032231","Anxa2","1.60687578599914e-28","6.41106812826956e-13",242,142,-100,-0.375058348866064,-0.261074684592379,63.9980908156477,28.0755803171966
"8536","ENSMUSG00000062151","Unc13c","1.8890685838858e-30","3.72073167108995e-23",222,42,-180,-0.457111838093394,-0.410105694433042,68.4414688949808,51.6455368041412
"8568","ENSMUSG00000037742","Eef1a1","8.78306348479562e-94","3.1229113553007e-13",30,133,103,-0.414897330960846,-0.16380964387577,214.270173478387,28.7948405154943
"8695","ENSMUSG00000032554","Trf","3.65935097096707e-131","1.12100288696779e-36",10,6.5,-3.5,-0.490774158147249,-0.276418968395711,300.341361380868,82.7788396283485
"8752","ENSMUSG00000079334","Naa80","6.57579602461492e-13","7.71553647628579e-11",559,222,-337,-0.391909493534494,-0.367577021392463,28.0502105698045,23.2852000027533
"8781","ENSMUSG00000063856","Gpx1","3.00662761226087e-65","1.46368879238994e-17",80,70,-10,-0.359943887251018,-0.194150488486767,148.567211988561,38.7629867614607
"8807","ENSMUSG00000049699","Ucn2","5.22526493445463e-06","9.31796012942155e-06",1448,812,-636,-0.439173252266839,-0.439173252266839,12.1620050562401,11.5835668234561
"8808","ENSMUSG00000025648","Pfkfb4","3.10587002042444e-09","2.42770611258052e-07",830,487,-343,-0.433530848158658,-0.39564044034486,19.589971960995,15.2311488260342
"8885","ENSMUSG00000035769","Xylb","0.00863532460303081","0.010103864721805",4127,3528,-599,-0.387811731929165,-0.387811731929165,4.75189397654044,4.59483728260186
"8897","ENSMUSG00000032518","Rpsa","5.14888316615796e-116","9.6311828877484e-16",13,95,82,-0.457253008215503,-0.178863673779486,265.461090957092,34.5763554360194
"8898","ENSMUSG00000032517","Mobp","6.85638850186636e-97","1.79468995741485e-23",27,38,11,-0.427297833025941,-0.221128611231453,221.425573174766,52.3746248575158
"8938","ENSMUSG00000054871","Tmem158","7.26288162290554e-53","0.000219956406496146",110,1477,1367,-0.396479807008672,-0.112501227621872,120.054233260843,8.42208118353692
"8987","ENSMUSG00000019832","Rab32","0.00114400904413787","0.0025328393008238",2873,2499,-374,-0.372299736724924,-0.356505539742159,6.77321648034086,5.97841435220815
"9036","ENSMUSG00000061983","Rps12","7.05027712066528e-104","6.48109833148476e-15",23,107,84,-0.434827761614742,-0.174009050195114,237.515782747433,32.6698864033098
"9044","ENSMUSG00000019987","Arg1","0.000236064098412533","0.000334792529084441",2272,1601.5,-670.5,-0.378370158944302,-0.378370158944302,8.35140718637327,8.00199953416053
"9096","ENSMUSG00000019838","Slc16a10","0.00384818335960882","0.00471040085009933",3514.5,2871,-643.5,-0.595153242442423,-0.595153242442423,5.56015409668794,5.35798226839693
"9126","ENSMUSG00000038214","Bend3","0.000131771043958744","0.000192383890205599",2098,1437,-661,-0.513106449991107,-0.513106449991107,8.93444465685563,8.55601775397841
"9127","ENSMUSG00000045886","Gm9803","3.4075399210017e-05","0.000121736745014328",1790,1317,-473,-0.374463441184872,-0.359042692698332,10.2869348648225,9.01364967244727
"9225","ENSMUSG00000020063","Sirt1","6.03258222305138e-06","1.07125350987279e-05",1481,833.5,-647.5,-0.394145240698274,-0.394145240698274,12.0183354095275,11.4440959976184
"9316","ENSMUSG00000005054","Cstb","2.31274898210514e-54","2.52457191393342e-23",105,40,-65,-0.360603457213409,-0.244271348239607,123.501158169132,52.0333856295454
"9402","ENSMUSG00000015312","Gadd45b","1.79137799220188e-46","1.10267576085021e-22",132,44,-88,-0.464476458798075,-0.339072521165969,105.335929125993,50.5591323099639
"9403","ENSMUSG00000048240","Gng7","2.87987188307583e-53","0.0181391700722267",109,4100,3991,-0.451976495675322,-0.0862196772415448,120.979264120569,4.00968158659719
"9677","ENSMUSG00000039994","Timeless","0.00129372945778005","0.00167716252587652",2935,2264,-671,-0.457877444464113,-0.457877444464113,6.65022617912106,6.39065188618194
"9694","ENSMUSG00000093674","Rpl41","1.54114544150861e-84","1.4903820041496e-11",40,194,154,-0.395370352826307,-0.152531331400046,192.984621878364,24.9294035572126
"9697","ENSMUSG00000025362","Rps26","3.19900189114629e-112","1.64265182169591e-17",16,71,55,-0.450538280023525,-0.188772232636593,256.726691563198,38.6476346804934
"9711","ENSMUSG00000025351","Cd63","2.97404243798662e-197","3.18624431748597e-35",1,11,10,-0.587918982061056,-0.273292614638622,452.519341202225,79.4316353615339
"9796","ENSMUSG00000020413","Hus1","0.000979741726927071","0.00155170924447307",2817,2228.5,-588.5,-0.384140873477932,-0.378780520215201,6.92822156498544,6.46839821725059
"9991","ENSMUSG00000036264","Fstl4","0.00181387963213493","0.00229223281931547",3086,2442,-644,-0.354214510413296,-0.354214510413296,6.31228728443294,6.07822890618048
"10157","ENSMUSG00000060938","Rpl26","2.84191673713472e-77","4.82804375379337e-13",54,137.5,83.5,-0.379645533577929,-0.162715359259103,176.254573428574,28.3591648432194
"10182","ENSMUSG00000018476","Kdm6b","6.75698907062692e-07","6.94159360441256e-06",1201,774,-427,-0.35134604180819,-0.33032244083409,14.2075182638786,11.8779791838095
"10247","ENSMUSG00000018293","Pfn1","1.38647574376389e-66","5.14396735706912e-20",77,59,-18,-0.36733104922143,-0.209200989981445,151.643851046267,44.4138772187921
"10412","ENSMUSG00000035385","Ccl2","2.73962026516355e-41","2.39019084531733e-12",149,167,18,-0.465326512920768,-0.267880199488388,93.3981694913167,26.7596479015759
"10606","ENSMUSG00000061718","Ppp1r1b","1.51130584351019e-54","0.262317921364698",103,9105,9002,-0.393536006656949,-0.037410573742626,123.926620947547,1.33819807052145
"10699","ENSMUSG00000063316","Rpl27","1.94607248460809e-68","1.43706950660192e-13",74,121,47,-0.360579673648252,-0.167050229980974,155.909973092525,29.5710002337526
"10705","ENSMUSG00000034947","Tmem106a","0.00114847785096975","0.0020200574262319",2876,2377,-499,-0.377908385682955,-0.368872859297397,6.76931782120197,6.20462933914544
"10741","ENSMUSG00000020932","Gfap","4.9841292075855e-69","5.30528270273977e-22",69,49,-20,-0.376406695804653,-0.220822390727995,157.272112710965,48.9881689853568
"10767","ENSMUSG00000020691","Mettl2","0.00323655952960622","0.00284954337114352",3433,2556.5,-876.5,-0.36521395538033,-0.376569769030209,5.73324438694341,5.86059651818967
"10812","ENSMUSG00000020599","Rgs9","1.65077009713718e-27","0.102667954276977",248,6715.5,6467.5,-0.416747560479767,-0.0786546469817439,61.6685556062715,2.27625524309645
"11069","ENSMUSG00000011179","Odc1","2.59738201754053e-90","5.66490321694685e-37",35,4.5,-30.5,-0.474687019949282,-0.320507379658956,206.278154348048,83.4613586308328
